foodName,Type,Country,Region,Ingredient,Calorie,imgUrl,Description
Nabak kimchi,Kimchi,Korea,,Korean radish,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Korean_cuisine-Nabak_kimchi-01.jpg/220px-Korean_cuisine-Nabak_kimchi-01.jpg,"Nabak-kimchi[1] (나박김치) is a watery kimchi, similar to dongchimi, in Korean cuisine. It is made of thinly sliced Korean radish and napa cabbage (called baechu, hangul 배추, in Korean) into a rectangular shape as main ingredients and salted them with mixed vegetables and spices such as cucumber, scallion, Java water dropwort (called ""minari"", 미나리 in Korean), garlic, ginger, red chilies, chili pepper powder, sugar, salt, and water.[2]"
Dongchimi,Kimchi,Korea,,"Korean radish, napa cabbage, scallions, green chilli, ginger, pear",,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Korean-Dongchimi-01.jpg/250px-Korean-Dongchimi-01.jpg,"Dongchimi is a variety of kimchi consisting of Korean radish, napa cabbage, scallions, pickled green chilli, ginger, Korean pear and watery brine in Korean cuisine. As the name dong (hangul: 동; hanja: 冬; literally ""winter"") and chimi (hangul: 치미, an ancient term for kimchi), suggests, this kimchi is traditionally consumed during the winter season.[1]"
Kongnamulbap,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Chwinamul,취나물,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Korean_cuisine-Namul-06.jpg/120px-Korean_cuisine-Namul-06.jpg,"Chwinamul (취나물) is a fragrant leaf vegetable with heart-shaped serrated leaves that grows in the mountains and fields of Korea. The word chwinamul in its strict sense refers only to chamchwi (참취, ""edible aster""), literally translated as ""true chwi"". However, there are about a hundred varieties of chwinamul that grow naturally in Korea, including sixty-odd edible varieties.[1] Among them, gomchwi (곰취, ""Fischer's ragwort""), gaemichwi (개미취, ""Tatarinow's aster""), miyeokchwi (미역취, ""Asian goldenrod""), surichwi (수리취, ""deltoid synurus""), matari (마타리, ""golden lace""), and gaksichwi (각시취, ""maiden saussurea"") are the most eaten varieties."
Shigeunchi,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Kohsarii,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Hobaknamul,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Kongjaban,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Dureubnamul,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Ggaennip,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Naengmyeon,"Raengmyŏn, cold noodles",Korea,Pyongyang and Hamhung,"Noodles (flour and starch of buckwheat, potatoes, sweet potatoes)",110 ,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Naengmyeon_%28cold_noodles%29.jpg/220px-Naengmyeon_%28cold_noodles%29.jpg,"Naengmyeon[2] (냉면; 冷麵, in South Korea) or raengmyŏn (랭면, in North Korea) is a Korean noodle dish of long and thin handmade noodles made from the flour and starch of various ingredients, including buckwheat (메밀, memil), potatoes, sweet potatoes, arrowroot starch (darker color and chewier than buckwheat noodles), and kudzu (칡, chik). Buckwheat predominates (despite the name, it is not a wheat but rather is more closely related to sorrel).  Other varieties of naengmyeon are made from ingredients such as seaweed and green tea."
Kalguksu,Noodle soup,Korea,,"Noodles (wheat flour, eggs), broth (dried anchovies, shellfish, dasima), vegetables (often aehobak, potatoes, and scallions)",,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Haemul-kal-guksu.jpg/220px-Haemul-kal-guksu.jpg,"Kal-guksu[1] (Korean: 칼국수; English: Noodle soup; lit. '""knife noodles""') is a Korean noodle dish consisting of handmade, knife-cut wheat flour noodles served in a large bowl with broth and other ingredients. It is traditionally considered a seasonal food, consumed most often in summer. Its name comes from the fact that the noodles are not extruded or spun, but cut.[2]"
Sujebi,Hand-pulled dough soup,Korea,,,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Sujebi.jpg/220px-Sujebi.jpg,"Sujebi[1] (수제비, in S. Korea), ttŭdŏ-guk (뜨더국, in N. Korea), or hand-pulled dough soup,[1] or Korean-style pasta soup, is a Korean traditional soup consisting of dough flakes roughly torn by hand, with various vegetables. The flavor and recipe resemble kalguksu, except that the latter is made with noodles rather than wheat flakes. It is commonly considered a dish to consume on rainy days, along with bindaetteok."
Makguksu,Buckwheat noodles,Korea,,"Buckwheat noodles, broth, vegetables",,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Korean.food-Makguksu-01.jpg/220px-Korean.food-Makguksu-01.jpg,"Mak-guksu[1] (막국수) or buckwheat noodles[1] is a Korean buckwheat noodle dish served in a chilled broth and sometimes with sugar, mustard, sesame oil or vinegar.[2] It is a local specialty of the Gangwon province of South Korea, and its capital city, Chuncheon.[3] As a type of makguksu, there is also'jaengban-guksu' in which buckwheat noodles and various vegetables are mixed in a tray.[4]"
Bibim guksu,Guksu,Korea,,Somyeon,,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bibim-guksu.jpg/220px-Bibim-guksu.jpg,"Bibim-guksu[1] (비빔국수) or spicy noodles,[1] a cold dish made with very thin wheat flour noodles called somyeon (素麵) with added flavorings, is one of the most popular traditional noodle dishes in Korean cuisine and especially popular during summer."
Janchi guksu,Banquet noodles,Korea,,,,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Janchi-guksu.jpg/220px-Janchi-guksu.jpg,"Janchi-guksu (Korean: 잔치국수) [2] or banquet noodles[2] is a Korean noodle dish consisting of wheat flour noodles in a light broth made from anchovy and sometimes also dasima (kelp). Beef broth may be substituted for the anchovy broth. It is served with a sauce made from sesame oil, ganjang and small amounts of chili pepper powder and scallions. Thinly sliced jidan (지단, fried egg), gim (laver) and zucchini are added on top of the dish as garnishes.[3] Janchi-guksu have various garnishes with noodles. The word ""Janchi"" means ""feast"" in Korean.  The name came from where someone can taste it on a feast day such as marriage or one's sixtieth birthday. [1]"
Jjapaguri,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Ram-don.jpg/220px-Ram-don.jpg,Soups & stews
Kimbap,Korea,Korea,,"Gim, bap",,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Vegetable_gimbap.jpg/220px-Vegetable_gimbap.jpg,"Gimbap (김밥), also romanized as kimbap, is a Korean dish made from cooked rice and ingredients such as vegetables, fish and meats that are rolled in gim—dried sheets of seaweed—and served in bite-sized slices.[1] The origins of gimbap are debated. Some sources derive its origin from the Japanese norimaki during the colonial times,[2][3][4][5] while others state it is a modernized version of bokssam from the Joseon era. Regardless, it has since become a distinct dish. Gimbap can be easily eaten in bite-sized pieces regardless of location.[6] So the dish is often part of a packed meal, or dosirak, to be eaten at picnics and outdoor events, and can serve as a light lunch along with danmuji (yellow pickled radish) and kimchi. It is a popular take-out food in South Korea and abroad,[7] and is known as a convenient food because of its portability."
Buchimgae,"Korean pancake, buchim, jijim, jijimgae, jijimi, jeonbyeong",Korea,,"Fish, meat, poultry, seafood, vegetable, flour, eggs",,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Banga_buchimgae_%28Korean_mint_pancake%29_%28Agastache_rugosa%29.jpg/220px-Banga_buchimgae_%28Korean_mint_pancake%29_%28Agastache_rugosa%29.jpg,Soups & stews
Aehobakbuchimgae,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Pajeon,Jeon,Korea,,"Batter (eggs, wheat flour, rice flour, scallions)",,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Haemulpajeon.jpg/220px-Haemulpajeon.jpg,"Pajeon (파전, Korean pronunciation: [pʰa.dʑʌn]) is a variety of jeon with scallion as its prominent ingredient, as pa (파) means scallion. It is a Korean dish made from a batter of eggs, wheat flour, rice flour, scallions, and often other ingredients depending on the variety. Beef, pork, kimchi, shellfish, and other seafood are mostly used.[1] If one of these ingredients, such as squid, dominates the jeon, the name will reflect that; ojing'eo jeon (오징어전) is 'squid jeon."
Bindaetteok,"Mung bean pancake, nokdu-buchimgae, nokdu-jeon, nokdu-jeonbyeong, nokdu-jijim",Korea,,Mung beans,35 ,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Korea_GwangjangMarket_Eats_11_Bindaetteok.jpg/220px-Korea_GwangjangMarket_Eats_11_Bindaetteok.jpg,"Bindae-tteok (빈대떡), or mung bean pancake, is a type of buchimgae (Korean pancake) that originated in the Pyongan Province.[2][3] It is made by grinding soaked mung beans, adding vegetables and meat and pan-frying it into a round, flat shape.[4]"
Kimchibuchimgae,"Kimchi pancake, kimchi-jeon",Korea,,Kimchi,,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Kimchibuchimgae_%28kimchi_pancake%29.jpg/220px-Kimchibuchimgae_%28kimchi_pancake%29.jpg,Soups & stews
Mineojeon,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Daegujeon,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Guljeon,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Tteokbokki,"Stir-fried rice cakes, derkbokee, tteobokki, tteok-bokki, topokki",Korea,,"Tteok (rice cakes), fishcake, gochujang",,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tteokbokki.JPG/220px-Tteokbokki.JPG,"Tteokbokki (떡볶이); or stir-fried rice cakes is a popular Korean food made from small-sized garae-tteok (long, white, cylinder-shaped rice cakes) called tteokmyeon (떡면; ""rice cake noodles"") or commonly tteokbokki-tteok (떡볶이 떡; ""tteokbokki rice cakes"").[1][2] Eomuk (fish cakes), boiled eggs, and scallions are some common ingredients paired with tteokbokki in dishes. It can be seasoned with either spicy gochujang (chili paste) or non-spicy ganjang (soy sauce)-based sauce; the former being the most common form,[3] while the latter is less common and sometimes called gungjung-tteokbokki (royal court tteokbokki)."
Sundae,Ice cream,United States,,"Ice cream, sauce or syrup, various toppings",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"A sundae ( /ˈsʌndeɪ, ˈsʌndi/) is an ice cream dessert that typically consists of one or more scoops of ice cream topped with sauce or syrup and in some cases other toppings such as: sprinkles, whipped cream, marshmallows, peanuts, maraschino cherries, or other fruits (e.g. bananas and pineapple in a banana split)."
Hotteok,Pancake,"Incheon, South Korea",,"Dough: wheat flour, water, milk, sugar, yeastFilling: brown sugar, honey, peanuts, cinnamon",,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Hotteok.jpg/220px-Hotteok.jpg,"Hotteok (호떡, pronounced [ho.t͈ʌk̚]), sometimes called Hoeddeok, is a type of filled Korean pancake; it is a snack from Korean cuisine and is a popular street food in South Korea."
Hoppang,Jjinppang,South Korea,,"Wheat flour, red bean paste",200 ,//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Hoppang.jpg/220px-Hoppang.jpg,"Hoppang (ho bread; 호빵) is a warm snack that is sold throughout South Korea. It is a convenience food version of jjinppang (steamed bread) and is typically filled with smooth, sweetened red bean paste."
Beondegi,Street food,Korea,,Silkworm pupae,,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Beondegi.jpg/220px-Beondegi.jpg,"Beondegi (번데기), literally ""pupa"", is a Korean street food made with silkworm pupae.[1] The boiled or steamed snack food is served in paper cups with toothpick skewers.[2]"
Bungeoppang,Japan,Japan,Korea,"Wheat flour, red bean paste",,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Bungeoppang-01.jpg/220px-Bungeoppang-01.jpg,"Bungeo-ppang (붕어빵; ""carp bread"") is a fish-shaped pastry stuffed with sweetened red bean paste, which originated from the Japanese taiyaki.[1] One of South Korea's most popular winter street foods,[2][3] the snack is often sold at street stalls, grilled on an appliance similar to a waffle iron but with a fish-shaped mold. Red bean paste is the standard filling but many bungeo-ppang sold as street food are filled with pastry cream (called ""choux-cream"" in South Korea), pizza toppings, chocolate and others. Usually, it costs about 1,000 won (KRW) for three bungeo-ppang. However, small bungeo-ppang costs 1,000 won for five and large bungeo-ppang costs 2,000 won for one, indicating that the price range varies depending on the size.[4]"
Gyeranppang,Korea,Korea,,"Wheat flour, eggs",,//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Gyeranppang_by_travel_oriented.jpg/220px-Gyeranppang_by_travel_oriented.jpg,"Gyeran-ppang (계란빵; ""egg bread"") is a warm street snack sold throughout South Korea.[1] The fluffy, oblong-shaped loaf of bread is sweet and savory with a whole egg inside the pancake dough.[2][3]"
dubu kimchi,Tofu kimchi,Korea,,"Tofu, kimchi, pork",,//upload.wikimedia.org/wikipedia/commons/thumb/6/67/Dubu-kimchi.jpg/220px-Dubu-kimchi.jpg,"Dubu-kimchi (두부김치) is a Korean dish consisting of tofu and stir-fried kimchi.[2] Soft, warm, blanched tofu is served with well-fermented, tangy baechu-kimchi (napa cabbage kimchi) stir-fried with pork, makes a well-matched anju (accompaniments to alcoholic drinks) for either soju or makgeolli.[3]"
odeng,East Asia,East Asia,,"Fish, potato, breadcrumbs or batter",,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Fishcake_on_salad.jpg/220px-Fishcake_on_salad.jpg,
Jokbal,족발,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Korean_cuisine-Jokbal-02.jpg/220px-Korean_cuisine-Jokbal-02.jpg,"Jokbal(족발) is a Korean dish consisting of pig's trotters cooked with soy sauce and spices.[1] It is usually braised in a combination of soy sauce, ginger, garlic, and rice wine.[2] Additional ingredients used can include onion, leeks, garlic, cinnamon and black pepper.[3]"
Songpyeon,Tteok,Korea,,,220 ,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Songpyeon.jpg/220px-Songpyeon.jpg,"Songpyeon (송편, 松餠) is a traditional Korean food made of rice powder. It is a type of tteok, small rice cakes, traditionally eaten during the Korean autumn harvest festival, Chuseok. It is a popular symbol of traditional Korean culture. The earliest records of songpyeon date from the Goryeo period."
Yakshik,Yakbap,Korea,Korean-speaking areas,"glutinous rice, chestnuts, jujubes, and pine nut",,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Yaksik.jpg/220px-Yaksik.jpg,"Yaksik or yakbap (literally ""medicinal food"" or ""medicinal rice"") is a sweet Korean dish made by steaming glutinous rice, and mixing with chestnuts, jujubes, and pine nuts. It is seasoned with honey or brown sugar, sesame oil, soy sauce, and sometimes cinnamon. It is traditionally eaten on Jeongwol Daeboreum (정월대보름), a Korean holiday which falls on every January 15 in the lunar calendar, but also for weddings and hwangap festivities.[1]"
Chapssaltteok,"Chaltteok, glutinous rice cake",Korea,,Glutinous rice,,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Chapssal-tteok.jpg/220px-Chapssal-tteok.jpg,
Chinese noodles,Noodles,China,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Misua_noodle_making_Taiwan.jpg/250px-Misua_noodle_making_Taiwan.jpg,
Chow mein,Main course,China,Guangdong,"Noodles, soy sauce, vegetables",,//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Chow_mein_1_by_yuen.jpg/220px-Chow_mein_1_by_yuen.jpg,"Chow mein (/ˈtʃaʊ ˈmeɪn/ and /ˈtʃaʊ ˈmiːn/, simplified Chinese: 炒面; traditional Chinese: 炒麵; Pinyin: chǎomiàn) are Chinese stir-fried noodles with vegetables and sometimes meat or tofu; the name is a romanization of the Taishanese chāu-mèn. The dish is popular throughout the Chinese diaspora and appears on the menus of most Chinese restaurants abroad.[1] It is particularly popular in India,[2] Nepal,[3] the UK,[4] and the US.[5]"
